id,word,variant,homonym_num,part_of_speech,ru_definition
32012,төҥүргэстээ,,0,verb,выкорчёвывать пни
32016,төппөгөр,,0,adj,"чуть увеличенный в объёме, надутый, припухлый (о губах)"
32022,төргүү,,0,noun,"торока, ремешки у задней луки седла для привязывания чего-либо, груз, который привязывается, пристёгивается этими ремешками"
32025,төргүүлээ,,0,verb,привязывать что-либо к задней луке седла
32026,төрдүгэс,,0,noun,"остаток удлинённой формы от чего-либо после использования (например, окурок, огрызок, огарок)"
32027,төрдүнээҕи,,0,adj,"находящийся у корня, основания чего-либо, нижний"
32029,төрдүөйэҕин,,0,adv,"только четверо, только вчетвером"
32033,төрдүттэн,,0,adv,"проникая в сущность чего-либо, затрагивая самое существенное, глубоко, основательно"
32037,төрөлкөй,,0,adj,"крупный, рослый, здоровый (о человеке, скотине)"
32038,төрөө,,0,verb,"производить на свет младенца, детёныша, давать жизнь младенцу, детёнышу, рожать (о женщине, самке животного)"
32039,төрөөһүн,,0,noun,"роды у женщины или самки животного, деторождение"
32040,төрөө-ууһаа,,0,verb,"размножаться, давая большое потомство, плодиться"
32041,төрөө-үөскээ,,0,verb,"родиться и вырасти в каком-либо месте, происходить откуда-либо (о человеке)"
32042,төрөппүт,,0,noun,"один из родителей, родитель"
32043,төрөт,,0,verb,"произвести на свет, родить кого-либо (о женщине, самках животных)"
32048,төртөҕөр,,0,adj,"приподнятый, загнутой на кончике (например, о ресницах, бровях, хвосте)"
32052,төрүкү,,0,adj,"изначальный, коренной"
32053,төрүөт,,1,noun,"обстоятельство, способное быть основанием для чего-либо, повод, причина"
32055,төрүөттэн,,0,verb,"иметь причину, повод для чего-либо"
32059,төрүөттээн,,0,adv,"исходя из чего-либо, по какой-либо причине"
32061,төрүөттээх,,0,adj,"имеющий какой-либо повод, какую-либо причину"
32062,төрүөттээхтик,,0,adv,"основываясь на чём-либо веском, основательно, обоснованно (делать что-либо)"
32063,төрүөх,,0,noun,"новорождённые у живых существ, приплод"
32064,төрүөхтэн,,0,verb,"давать потомство, плодиться, размножаться"
32065,төрүөхтээх,,0,adj,"легко и быстро плодящийся, плодовитый"
32066,төрүт,,1,noun,"предок, корни по происхождении"
32067,төрүт,,2,adv,"вовсе, совсем, совершенно"
32069,төрүт-төбө,,0,noun,"то, что даёт начало чему-либо, откуда исходит что-либо, источник, основа основ чего-либо (обычно употребляется в притяж. ф.)"
32074,төрүттээ,,0,verb,"положить начало чему-либо, основать, создать что-либо"
32076,төрүттээччи,,0,noun,"зачинщик, зачинатель, основоположник чего-либо"
32077,төрүт-уус,,0,noun,"происхождение кого-либо, чья-либо история рода, родословие, родственные связи"
32078,төрүү,,0,adv,"с самого начала, от природы, с рожденья"
32079,төрүччү,,0,noun,"подробная история рода, родословная"
32080,төрүччүт,,0,noun,"тот, кто занимается составлением чьих-либо родословных"
32089,төһөлөө,,0,verb,"доходить до какого-либо счёта, быть выполненным, исполненным до какого-либо уровня, в какой-либо мере, степени"
32093,төһөлүү,,0,adv,"по сколько (по количеству), за сколько, за какую цену, по какой цене"
32094,төһөөхтөө,,0,verb,устремляться ввысь (о птицах)
32096,төһө-хачча,,0,adv,сколько примерно
32099,төһүү,,0,noun,"приспособление (например, в виде палки) для поднятия тяжести при помощи меньшей силы, рычаг"
32104,төһүүлээ,,0,verb,поднимать что-либо тяжёлое при помощи рычага
32105,төтөллөөх,,0,adj,"терпеливый, выдержанный (употребляется в отрицательной форме)"
32106,төтөлүй,,0,verb,"стараться сделать, исполнить что-либо, дойти до кого-, чего-либо как можно быстрее, спешить, торопиться"
32107,төттөрү,,0,adj,"противоположный, другой, противный, дурной"
32108,төттөрүлэс,,0,verb,"делать что-либо назло кому-либо, перечить, возражать, сопротивляться"
32111,төттөрү-таары,,0,adv,"то в одну, то в другую сторону, туда-сюда, взад-вперёд (например, ходить)"
32113,төхтүр,,0,noun,"бугорок, неровность"
32114,төхтүрдэн,,0,verb,"иметь бугорки, неровности, быть бугристым, бугриться"
32115,төхтүрүй,,0,verb,"делать, повторять что-либо несколько раз подряд"
32117,төхтүрүйэн,,0,adv,"несколько раз, подряд"
32119,төхтүрээт,,0,noun,небольшой бугорок
32121,тубарсый,,0,verb,"вянуть, теряя влагу, засыхать (о растительности)"
32123,тубураа,,0,verb,"пребывать в ожидании, долго воздерживаясь от чего-либо"
32124,тубус,,1,verb,"становиться лучше, улучшаться"
32128,тугул,,0,noun,"внутренняя часть когтя, копыта или рога скота, животного"
32131,тугут,,0,noun,оленёнок до года
32132,тугуттаа,,0,verb,телиться (о самке оленя)
32135,туй,,0,interj,возглас удивления
32138,туйах,,0,noun,копыто
32143,туйгун,,0,adj,"очень хороший, отличный, превосходный"
32145,туйгуннук,,0,adv,"очень хорошо, отлично, превосходно"
32147,туймаар,,0,verb,"потерять сознание, лишиться чувств"
32150,туймаарый,,0,verb,"слегка помутиться (о рассудке, уме), впадать на время в полуобморочное состояние"
32153,туймаарыччы,,0,adv,"так, как будто перед глазами всё плывёт, туманится, неясным, мутным взглядом (смотреть)"
32155,туймалдьыт,,0,verb,"приводить кого-либо в растерянность, замешательство, надоедать, не давать покоя кому-либо (беспрестанными распросами, просьбами)"
32156,туймаҥнат,,0,verb,"в сочетании с другими глаголами употребляется в значении ""двигаться без остановкиʼ (о чём-либо мелком, летающем, кружащемся в воздухе)"
32158,туймуу,,0,noun,"нитка, верёвка, более тонкая по сравнению с основной и с помощью которой нитка вдевается в иголку, верёвка протаскивается в отверстие чего-либо, узел на конце нитки, верёвки"
32160,туймуулаах,,0,adj,"имеющий какие-либо корни, родом откуда-либо"
32162,туй-сиэ,,0,interj,"возглас удивления, досады, разочарования и тому подобное (тьфу, фу ты)"
32164,тука,,0,noun,ласковое обращение к ребёнку или человеку более молодого возраста: дитятко (обычно употребляется в притяж. ф.)
32165,тукулаан,,0,noun,явление якутской природы в бассейнах рек
32166,тула,,0,adv,"вокруг, кругом, в круг"
32167,тулаайах,,0,adj,"ставший сиротой, сирый (о ребёнке)"
32168,тулаайахсый,,0,verb,"стать сиротой, осиротеть"
32171,тулааһын,,0,noun,"основной опорный столб какого-либо сооружения (например, якутской юрты), стойка, подпорка"
32172,тулааһыннаа,,0,verb,"делать стойку, ставить столб, подпорку для чего-либо"
32174,тулалаа,,0,verb,"окружать кого-, что-либо"
32176,тулалаах,,0,adj,"окружённый, окаймлённый чем-либо"
32180,тулатынааҕы,,0,adj,"находящийся в окрестности, окрестный"
32181,тулалыы,,0,adv,"вокруг кого-, чего-либо"
32182,тула-хала,,0,adv,"исследуя, изучая то, что находится вокруг, изучающе (осматривать)"
32183,тулахачый,,0,verb,"засуетиться, заметаться в растерянности"
32187,туллай,,3,adj,"с широким коротким голенищем, болтающийся, легко скидывающийся (об обуви)"
32189,тулламайдан,,0,verb,"болтаться, сваливаться с ног (например, об обуви)"
32193,туллаҥнас,,2,adj,"болтающийся, сваливающийся (об обуви)"
32197,туллараҥнас,,2,adj,"неустойчивый, шаткий, подвижный"
32201,тулларыттаҕас,,0,adj,"легко, быстро отделяющийся"
32204,туллук,,0,noun,пуночка
32205,туллуктан,,0,verb,"передвигаться вприпрыжку легко и непринуждённо (о детях, девушках)"
32207,тулуй,,0,verb,"стойко переносить, терпеть, сносить что-либо"
32209,тулуй-тэһий,,0,verb,"воздерживаться от сильного желания сделать, исполнить что-либо (долгожданное, волнительное) как можно скорее (обычно в отрицательной форме)"
32213,тулуйумтуо,,0,adj,"способный выдержать, вынести что-либо, устойчивый к чему-либо"
32217,тулуктас,,0,verb,"стойко выдерживать что-либо, не сдаваться, держаться"
32219,тулум,,0,noun,"бесполезный излишек чего-либо, огрызок, обрезок"
32220,тулумайдаа,,0,verb,"разбирать что-либо на части, разделывать, разламывать, кромсать"
32222,тулумнаа,,0,verb,"удалять излишки, выступающие края или бесполезные части чего-либо"
32224,тулун,,0,verb,"отделяться, отрываться, отваливаться от чего-либо целого, прикреплённого вместе"
32225,тулус,,0,verb,"оказывать сопротивление кому-, чему-либо, выдерживать что-либо"
32229,тулут,,0,verb,"побеждать, одолевать кого-либо легко и быстро, не давая возможности оказать сопротивление (обычно в отрицательной форме)"
32233,тулуурдаах,,0,adj,"физически, морально стойкий, терпеливый, выносливый (человек)"
32234,тулуурдаахтык,,0,adv,"проявляя волю, стойко, мужественно"
32235,тулуурдан,,0,verb,"быть выносливым, терпеливым, выдержанным"
32236,тулха,,0,adj,"неустойчивый, шатающийся, шаткий"
32238,тулхадыйбат,,0,adj,"очень крепкий, прочный, долговечный"
32240,тулхаҥнаа,,0,verb,"быть неустойчивым, шатающимся, шатким"
32242,тума,,0,noun,"приправа, специи, заправка к какой-либо пище"
32244,тумалаа,,0,verb,"приправлять, сдабривать что-либо (какую-либо пищу) чем-либо"
32246,тумалаах,,0,adj,приправленный чем-либо для вкуса
32250,туман,,0,noun,"непрозрачный воздух, туман, пар, чад от чего-либо"
32251,туман-имэн,,0,noun,мглистый туман
32252,туманнаа,,0,verb,"напускать туман, дымить, пылить"
32253,туманнан,,0,verb,"застилаться туманом, затуманиваться"
32257,туманныҥы,,0,adj,туманный
32261,тумара,,1,noun,густой туман
32262,тумара,,2,noun,"болотистое место в тайге, поросшее кустарником, марь"
32263,тумаралаа,,0,verb,напускать густой туман
32264,тумарык,,0,noun,"непрозрачный воздух (из-за тумана, пыли, дыма, сумерек), завеса тумана, пыли и тому подобное, мгла"
32265,тумарыктый,,0,verb,"казаться издалека покрытым пеленой, завесой тумана"
32267,тумат,,0,noun,"воинственное племя неизвестного происхождения, смешавшееся в древности с якутами, туматы"
32268,тумнар,,0,verb,"лишать кого-либо возможности дышать, с силой сжимая горло, душить, удушать"
32270,тумнары,,0,adv,"так, чтобы не было доступа воздуха, плотно"
32272,тумнастыгас,,0,adj,"тяжёлый для дыхания, душный, спёртый, затхлый"
32273,тумнастыы,,0,noun,удушье
32274,тумнаһын,,0,verb,"умереть или чуть не умереть от невозможности дышать (например, из-за дыма, удушливого газа), задохнуться"
32281,тумук,,0,noun,"сосок (груди – у женщин, самок млекопитающих)"
32282,тумул,,0,noun,"выступ в водоём, равнину, мыс (обычно горный)"
32283,тумулаттар,,0,noun,"холмистая местность, возвышенность"
32284,тумуллаа,,0,verb,"иметь мыс, образовывать мыс"
32285,тумулук,,0,adj,"главный, основной (например, мысль)"
32286,тумулуктан,,0,verb,"делать какое-либо обстоятельство козырем, используемым в нужный момент"
32287,тумун,,0,verb,"идти в обход, огибать, объезжать, обходить стороной"
32289,тумус,,0,noun,клюв
32290,тумустаа,,0,verb,"приделывать к чему-либо переднюю выступающую часть, нос, клюв"
32293,тумуһах,,0,noun,небольшой лесной мыс (обычно в гористой местности)
32294,тумуһахтаа,,0,verb,"выступать, выдаваться мысом (о лесе, полуострове)"
32295,тумуһурдаа,,0,verb,"начинать узнавать что-либо, знакомиться с чем-либо, иметь первичные сведения о чём-либо"
32299,тумуу,,0,noun,насморк
32300,тумуулаа,,0,verb,страдать насморком
32301,тумуу-сөтөл,,0,noun,"недуг, сопровождающийся насморком, кашлем, простуда"
32303,тунаар,,1,verb,"неясно белеть, смутно просвечивать издали или в темноте (о чём-либо белом)"
32304,тунаар,,2,noun,"лёгкая застилающая как дым пелена чего-либо, дымка"
32305,тунаархай,,0,adj,"бледный, блёклый, неясно видимый сквозь дым, с дымкой, туманный"
32306,тунаархайдык,,0,adv,"бледно, неярко, словно сквозь дым, туман"
32307,тунаархайдыҥы,,0,adj,"бледноватый, блёклый"
32314,тунаарыччы,,0,adv,"неясно белея, отливая бледноватой дымкой"
32315,тунаҕыр,,0,verb,"быть застланным густым дымом, туманом, едва просматриваться сквозь дым, туман"
32320,туналҕан,,0,noun,"блеск, сияние чего-либо"
32322,туналхай,,0,adj,"ослепительно белый, светлый, ясный"
32327,туналыҥнас,,2,adj,"ослепительно белый, отливающий белизной"
32332,туналыччы,,0,adv,"выделяясь ярко-белым цветом, отливая белизной"
32334,тунахтан,,0,verb,"покрываться, сдабриваться чем-либо светлым, белым"
32335,тунуй,,0,verb,"насыщать, наполнять окружающий воздух (например, о запахе, дыме)"
32336,тунуйаадыс,,0,noun,"человек, который живет за чужой счёт, чужим трудом, бездельник, тунеядец"
32340,туҥат,,0,noun,проблески лучей солнца на горизонте
32341,туҥуй,,0,adj,"родящий в первый раз, первородящий (обычно о самках животных)"
32342,туҥуйдук,,0,adv,"не имея жизненного опыта, не зная настоящей жизни"
32344,туо,,0,interj,"междометие, понукающее собаку на добычу"
32345,туой,,1,verb,"петь, восхваляя, воспевая кого-, что-либо"
32346,туой,,2,noun,"глина (используется в качестве материала для гончарных, строительных работ)"
32351,туойдуҥу,,0,adj,"содержащий глину, глинистый, твёрдый, плотный (о почве)"
32352,туойдьут,,0,noun,гончар
32360,туол,,0,verb,"становиться полным, наполняться кем-, чем-либо"
32373,туолуччу,,0,adv,"мокрыми от слёз глазами, тоскливо (смотреть)"
32374,туом,,1,noun,"обряд, часть обряда, укоренившиеся в обычаях народа"
32375,туом,,2,noun,"том (книги, издания)"
32382,туомтаа,,0,verb,"завязывать якутским распускным узлом, который быстро развязывается, никогда не затягивается"
32387,туомугар,,0,adv,"для вида, для видимости"
32391,туона,,0,noun,"место, где закидывают невод для ловли рыбы, тоня"
32393,туонаһыт,,0,noun,"тот, кто определяет участок водоёма, предназначенный для лова рыбы закидным неводом (куда закидывать, откуда тянуть, где делать проруби)"
32394,туонна,,0,noun,"мера веса в метрической системе, равная тысяче кг, тонна"
32396,туор,,0,verb,"вести голодное нищенское существование, голодать"
32397,туора,,1,adj,"расположенный поперёк чего-либо, поперечный"
32399,туораа,,0,verb,"изменять направление своего движения, уходить в сторону, поворачивать, сворачивать"
32402,туораах,,0,noun,"плод, семя хлебных злаков, некоторых других растений, зерно"
32403,туораахтаа,,1,verb,"собирать зёрна, шишки"
32405,туораахтан,,1,verb,"иметь зёрна (о растениях), созревать, наливаться"
32407,туораахтас,,0,verb,"резвиться, бегать кучей (о маленьких детях)"
32409,туорай,,0,noun,"поперечный брус, поперечина"
32410,туорайдаа,,0,verb,"приделывать поперечину к чему-либо, быть расположенным по ширине, поперёк чего-либо"
32413,туорайдас,,0,verb,"быть помехой, препятствием для кого-, чего-либо, мешать, оказывать противодействие кому-, чему-либо"
32416,туорайдыы,,0,adv,"поперёк, заслоняя что-либо, мешая чему-либо"
32417,туора-маары,,0,adv,"беспорядочно, как попало"
32422,туораттан,,0,adv,"со стороны, извне, будучи посторонним"
32424,туоратык,,0,adv,"непривычно, странно, как чужой, грубо"
32428,туоратынан,,0,adv,"в ширину, вширь"
32431,туорахачый,,0,verb,"быстро, легко, проворно ходить-бегать, резвиться (обычно о детях, низкорослых, худых людях)"
32436,туормас,,0,noun,тормоз
32437,туормастаа,,0,verb,"замедлять или останавливать движение тормозом, тормозить"
32445,туорхай,,1,verb,"становиться слабее, слабеть"
32446,туорхай,,2,adj,"физически слабый, маломощный, невыносливый"
32447,туорхаһый,,1,verb,"скучать, чувствовать себя одиноко, тосковать по кому-, чему-либо"
32448,туорхаһый,,2,verb,"не удовлетворяться пищей, недоедать, худеть"
32451,туос,,1,noun,береста
32453,туос,,3,noun,"застольное пожелание, предложение выпить вина в честь кого-, чего-либо"
32455,туостаа,,0,verb,"снимать, обдирать бересту с берёзы"
32457,туостан,,2,verb,"ставить метку (например, бересту – для прыжков в длину)"
32460,туостуган,,0,noun,лёгкий берестяной поплавок невода
32461,туосчут,,0,noun,"человек, который снимает, сдирает кору (бересту) с берёзы"
32462,туоһапка,,0,noun,тозовка
32463,туоһахта,,0,noun,белое пятно (звёздочка) на лбу у животных
32464,туоһахталан,,0,verb,иметь белое пятно (звёздочку) на лбу
32466,туоһулаа,,0,verb,"свидетельствовать о чём-либо, удостоверять что-либо"
32470,туоһулас,,0,verb,"осведомляться, расспрашивать о ком-чём-либо подробно, обстоятельно"
32525,туочука,,0,noun,точка (знак препинания)
32526,туочукалаа,,0,verb,ставить точку
32527,туочунай,,0,adj,"совершенно верный, точный"
32528,туочунайдаа,,0,verb,"уточнять, указывать, определять действительность чего-либо"
32529,туочунайдык,,0,adv,"точно, безошибочно, метко"
32531,туппаҕынан,,0,adv,без припуска телёнка к корове (доить)
32535,туппас,,0,adj,"имеющий привычку всё трогать, брать в руки (обычно о маленьком ребёнке)"
32536,туппах,,0,adj,"не острый, тупой (например, нож)"
32541,тупсаҕай,,0,adj,"изящный, изысканный"
32542,тупсаҕайдык,,0,adv,"изящно, ловко, со вкусом"
32543,тупсар,,0,verb,"придавать кому-, чему-либо красивый вид, наводить красоту, украшать"
32555,тур,,0,verb,стоять
32556,тура,,0,adv,"без передышки, безостановочно (например, работать сколько-то)"
32558,тураах,,0,noun,ворона
32561,тураҕас,,1,adj,"одинокий, беззащитный, сиротливый"
32562,тураҕас,,2,adj,"гнедой, рыжий (о масти лошади)"
32564,тураҕастык,,0,adv,"одиноко, сиротливо (чувствовать себя)"
32566,турантай,,0,adj,"высокий, долговязый (о человеке)"
32567,тураҥ,,0,noun,"засоленная почва, солончак"
32568,тураҥнаа,,0,verb,лизать солончак (о скоте)
32570,тураҥный,,0,verb,становиться солончаковым (о почве)
32572,тураҥныҥы,,0,adj,солончаковатый (о почве)
32576,турба,,0,noun,"длинный пустотелый предмет, обычно круглого сечения, труба"
32577,турбалаа,,1,verb,"приделать трубу к чему-либо, ставить трубу на что-либо"
32579,турбахалаа,,0,verb,стоять на одном месте в какое-то время
32581,тургуй,,0,verb,"доставать ногами или чем-либо (например, палкой) до дна водоёма"
32582,тургуллаа,,0,verb,"не помещаться в чём-либо, упираться во что-либо"
32585,тургут,,0,verb,"измерять чем-либо глубину чего-либо (например, водоёма)"
32588,тургутардыы,,0,adv,"испытующе, проницательно (смотреть, спрашивать)"
32598,турдурҕаччы,,0,adv,с хрустом
32599,турку,,1,noun,нарты
32600,турку,,2,noun,"расщеплённый кол, употрябляемый при пускании пала"
32601,туркулан,,0,verb,иметь нарты
32603,туртаҕар,,0,adj,"беловатый, белеющий"
32604,туртай,,0,verb,"стать белым, побелеть"
32609,туртаҥнас,,2,adj,"белеющий то там, то тут, словно белый пух"
32614,туртас,,2,noun,косуля
32616,туртаһый,,0,verb,"белеть местами, поблескивать белизной"
32617,туртат,,0,verb,"покрывать что-либо чем-либо белым, белить"
32620,туртаччы,,0,adv,"до белизны, добела"
32623,туруган,,0,adj,способный оплодотворять кобыл (о жеребце)
32624,туругас,,0,adj,"не отходящий от стойбища, спокойного нрава (в основном о лошади)"
32631,туруйа,,0,noun,"большая болотная птица с длинными ногами и длинной шеей, журавль"
32632,туруйалаа,,0,verb,"споткнувшись, едва не упав, сбиться с шага, побежать, вскидывая ноги назад"
32636,турук,,0,noun,"состояние, положение, внешние и внутренние обстоятельства, в которых находится кто-что-либо, обстановка"
32637,турукаан,,0,noun,гага
32639,туруктаах,,0,adj,находящийся в каком-либо состоянии
32640,туруктан,,0,verb,"оказываться в каком-либо положении, в каких-либо обстоятельствах"
32650,турулус,,0,adv,вращая белками глаз
32651,турулус гын,,0,verb,внезапно сверкнуть белками широко раскрытых глаз
32652,турулус-ирилис,,0,adv,"как бы ворочая, сверкая белками, таращая (смотреть)"
32654,турулуччу,,0,adv,"пристально, внимательно, широко раскрытыми глазами (смотреть), острым сверлящим взглядом"
32656,турунуопус,,0,noun,турнепс
32658,туруор,,0,verb,"помещать, ставить что-либо стоймя, приводить в вертикальное положение"
32660,туруорбах,,0,adj,"имеющий стены из наклонно поставленных брёвен (например, о доме, юрте)"
32665,туруору,,0,adv,"в стоячем положении, вертикально"
32669,туруорутуй,,0,verb,"быть, казаться крутым, отвесным (например, о подъёме в гору)"
32670,туруорутук,,0,adv,"прямо, открыто, прямолинейно (например, говорить, спрашивать)"
32674,турута,,0,adv,"с силой, ломая, повреждая (например, вырывать, смина и так далее)"
32676,турутун,,0,verb,"оторваться, сорваться (например, о пуговице)"
32680,туруук,,0,adj,"очень крутой, отвесный"
32682,турууктаа,,2,verb,"подниматься на скалу, утёс"
32685,туруулас,,0,verb,"стойко и упорно бороться с кем-, чем-либо, оказывая достойное, равное по силе сопротивление"
32689,турууппа,,0,noun,труппа
32690,туруусук,,0,noun,трусы
32691,тус,,1,noun,"сторона, направление"
32692,тус,,2,adj,"личный, индивидуальный, собственный"
32697,тускулаа,,0,verb,"предвещать, желать кому-либо благополучия, добра, счастья"
32703,тускуутаа,,0,verb,"благословлять, благопожелать, восклицая ""тускуу"""
32704,туспа,,0,adj,"отдельный, самостоятельный"
32705,туспалаах,,0,adj,"имеющий какую-либо особенность, какое-либо отличие, различие"
32708,туспатый,,0,verb,"иметь какое-либо отличие, выделяться чем-либо"
32710,туспатык,,0,adv,"по-другому, по-иному, иначе"
32711,тустаа,,0,verb,"направлять что-либо куда-л, на кого-либо"
32712,тустаах,,1,noun,"человек, которому что-либо предназначено, адресовано"
32717,тус-туспа,,0,adv,"отдельно друг от друга, порознь"
32718,тус-туспатык,,0,adv,"непохоже друг на друга, по-другому, иначе"
32721,туһа,,0,noun,"польза, полезность"
32722,туһаай,,0,verb,"направлять, наставлять что-либо на кого-, что-либо"
32724,туһаайыы,,0,noun,"линия движения, направление чего-либо"
32726,туһааннаан,,0,adv,"специально, с какой-либо целью (например, приходить к кому-либо)"
32727,туһааннаах,,0,adj,"предназначенный, специальный, посвященный кому-, чему-либо"
32729,туһалаа,,0,verb,"приносить пользу, быть полезным, помогать кому-либо"
32730,туһалаах,,0,adj,"полезный, нужный"
32731,туһалаахтык,,0,adv,"с пользой, полезно, выгодно (проводить время)"
32736,туһан,,0,verb,"пользоваться чем-либо, использовать что-либо"
32742,туһах,,0,noun,"петля, силки для ловли дичи, изготавливаемые из конских хвостовых волос или тонкой проволоки"
32743,туһахтаа,,0,verb,ловить животных и птиц силками
32748,туһахчыт,,0,noun,"человек, который охотится на животных с помощью силков"
32750,туһулаа,,0,verb,"направлять, нацеливать что-либо куда-либо (например, транспорт, оружие)"
32752,туһулан,,0,verb,"быть направленным на достижение какой-либо цели, предназначаться для чего-либо"
32755,туһун,,0,verb,"схватившись друг с другом, стараться осилить противника, бороться"
32756,туһунaaҕы,,0,adj,"находящийся, расположенный в направлении к чему-либо"
32758,туһунан,,2,adv,"обособленно от других, в одиночку, отдельно"
32762,тут,,1,verb,держать что-либо в руках
32763,тут,,2,verb,"возводить какое-либо сооружение, строить"
32765,тутаа,,0,verb,"испытывать недостаток, нуждаться в чём-либо"
32767,тутаах,,0,noun,"часть предмета, за которую его берут или держат рукой, ручка, рукоятка"
32773,тутааччы,,2,noun,"тот, кто строит, специалист по строительству, строитель"
32774,тутай,,0,verb,"испытывать нужду (например, в деньгах, пище, одежде), нуждаться в ком-чём-либо"
32776,тутатыгар,,0,adv,"тогда же, в тот же момент"
32777,тутатына,,0,adv,"тут же, немедля"
32779,тутах,,0,adj,"недостаточный, неполноценный в каком-либо отношении"
32780,тутахсыар,,0,adj,"довольно заурядный, посредственный"
32781,тутахсый,,0,verb,"уменьшаться, становиться скудным, недостаточным (в количестве), становиться хуже"
32791,туттарыгас,,0,adj,"не убегающий от поимки, дающий себя поймать (например, о лошади)"
32793,туттарыс,,0,verb,"будучи абитуриентом, сдавать экзамены"
32796,туттулун,,0,verb,"находить применение в чём-либо, применяться, употребляться где-либо"
32801,туттунумтуо,,0,adv,способный сдерживать свои чувства и эмоции
32810,тутул,,0,noun,"строение, внутренне устройство, структура чего-либо"
32813,тутулук,,0,noun,"отросток, выступ на чём-либо, за что можно ухватиться, держаться"
32814,тутулуктан,,0,verb,"зависеть от кого-, чего-либо"
32816,тутулун,,1,verb,"задержаться по какой-либо причине, запоздать"
32820,тутум,,0,noun,"якутская мера длины: расстояние, равное высоте кулака"
32822,тутумнаа,,0,verb,"определять, мерить длину чего-либо высотой кулака (количеством уложенных в ней кулаков)"
32823,тутумтуо,,0,adj,"хорошо держащий, задерживающий (например, влагу) или сохраняющий (например, тепло)"
32827,тутун-хабын,,0,verb,"держаться, вести себя каким-либо образом"
32832,тутуспутунан,,0,adv,"вместе, скопом, гуртом"
32833,тутус-хабыс,,0,verb,бороться с кем-либо
32845,тутуур,,0,noun,"то, что человек несёт в руке, ручная кладь"
32846,тутуурдан,,0,verb,"иметь ручную кладь, носить что-либо в руке"
32848,тут-хап,,0,verb,"держать в руке, хватая, рассматривая со всех сторон"
32849,туу,,0,noun,"рыболовная снасть, сплетённая из лыка, деревянных пластин и прутьев в виде узкой воронкообразной корзины, верша"
32850,тууй,,0,verb,"лишать возможности дышать, душить"
32853,тууйас,,0,noun,"небольшой берестяной сосуд с деревянной выемной крышкой, бурак"
32854,тууй-сиэ,,0,interj,"выражает сильную досаду, огорчение"
32855,тууйуллаҕас,,0,adj,"затрудняющий дыхание, спёртый, душный (например, о воздухе)"
32861,туулаа,,0,verb,"ловить рыбу, ондатру в самодельную вершу"
32863,туулаа-туһахтаа,,0,verb,"ловить рыбу в вершу, дичь силками"
32866,тууллай,,0,verb,"дуться, гневаться, беситься, неистовствовать"
32870,туумба,,0,noun,тумбочка
32871,туун,,1,adj,первородящая (о молодой женщине)
32876,тууннары,,0,adv,"заматывать, обматывать"
32877,туур,,1,verb,"вынимать, выдёргивать что-либо, вбитое во что-либо или насаженное на что-либо"
32878,туур,,2,noun,"тур (например, соревнования, какого-либо мероприятия)"
32879,туура,,1,noun,"узкая часть какого-либо орудия (на к-рую насаживается черенок, рукоятка, осадка ножа и тому подобное)"
32880,туура,,2,adv,вырывая из чего-либо или отделяя что-либо от основания
32881,туураҕас,,0,adj,"легко снимающийся, слабо насаженный (о черенке, рукояти)"
32882,туурак,,0,noun,житель
32883,туурактыы,,0,adj,по-турецки
32884,тууралаа,,0,verb,"мастерить основание к чему-либо (например, к ножу)"
32894,туурхай,,0,verb,"отваживаться, осмеливаться на что-либо"
32895,туус,,1,noun,соль
32896,туус,,2,noun,"игральная карта, старшая в масти с одним очком посредине, туз"
32902,туустаа,,0,verb,"приправлять солью, солить"
32904,туустаа-тумалаа,,0,verb,"прибавлять вместе с солью чего-либо для вкуса, приправлять что-либо солью с чем-либо (например, суп)"
32905,туустаах,,0,adj,"содержащий в своём составе соль, с солью, солёный"
32906,туустаах-тумалаах,,0,adj,"с приправой, приправленный чем-либо (например, о кушанье)"
32910,туус-тума,,0,noun,"соль и другие приправы к пище, специи"
32911,туусчут,,0,noun,"добытчик соли, солевар"
32912,тууһаа,,0,verb,"приготовлять в солёном растворе (например, овощи), солить (например, рыбу, грибы)"
32918,тууһугур,,0,verb,"испытывать сильное влечение к чему-либо, делать что-либо с пристрастием, увлечённо"
32921,тууһур,,0,verb,"насыщаться солями, засоляться (о водоёме, почве)"
32922,тууһурумтуо,,0,adj,подверженный быстрому засолению (о почве)
32924,тууһут,,0,noun,"тот, кто ловит рыбу вершами"
32927,тууччах,,0,noun,"крупная ценная промысловая рыба северных рек и морей, нельма"
32929,түбүгүр,,0,verb,"быть постоянно занятым, суетиться, хлопотать"
32935,tyбyk,,0,noun,"хлопоты, заботы (например, по хозяйству)"
32937,tyбyktэh,,0,verb,"оказываться в заботах, хлопотах (о ком-либо), становиться более хлопотным, загруженным (о чём-либо)"
32938,tyбyktээx,,0,adj,"требующий много хлопот, много забот (например, о работе), хлопотный (например, о времени)"
32941,түбүлээ,,0,verb,"облюбовать что-либо, привязаться к чему-либо (например, к месту для жительства)"
32942,түбүлээн,,0,noun,"многолюдный сход, беготня, хлопоты"
32943,түбүлээннээх,,0,adj,"беспокойный, хлопотный, многолюдный"
32945,түбүргэс,,0,adj,издающий глухие хлопки
32950,tyбэ,,0,noun,"лесной массив между изгибами, извилинами рек"
32951,түбэлтэ,,0,noun,"происшествие, случай, факт"
32952,tyбэc,,0,verb,"неожиданно, случайно оказаться где-либо, попасть куда-либо"
